P_NAME,P_STATUS,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_YEAR,P_UPDATED,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_TPERI,P_TPERI_ERROR_MIN,P_TPERI_ERROR_MAX,P_ANGULAR_DISTANCE,P_IMPACT_PARAMETER,P_IMPACT_PARAMETER_ERROR_MIN,P_IMPACT_PARAMETER_ERROR_MAX,P_TEMP_MEASURED,P_GEO_ALBEDO,P_GEO_ALBEDO_ERROR_MIN,P_GEO_ALBEDO_ERROR_MAX,P_DETECTION,P_DETECTION_MASS,P_DETECTION_RADIUS,P_ALT_NAMES,P_ATMOSPHERE,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_TYPE,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_DISC,S_MAGNETIC_FIELD,S_LOG_G,S_ALT_NAMES,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TYPE,S_RADIUS_EST,S_TYPE_TEMP,S_RA_H,S_RA_T,S_DEC_T,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
HIP 105854 b,3,2606.1896,-63.565601,63.565601,,,,2014,11-06-2014,184.2,-0.5,0.5,0.81,-0.03,0.03,0.02,-0.03,0.03,,,,343.2,-4.9,4.9,2455262.4,-2.4,2.4,10.3,,,,,,,,Radial Velocity,,,,,HIP 105854,321.59531,-37.82943,5.64,78.8,-0.74,0.74,0.31,-0.18,0.18,2.1,-0.1,0.1,,,,K2 III,,,,4780,-100,100,,,2.94,"HD 203949, HIP 105854",,,,,0.085328061,0.810162,0.7938,0.8262,0.81004052,47.025797,45.190687,48.955009,667.10835,660.5522,673.89804,Jovian,8.1210007,K,21.439688,21 26 22.8775,-37 49 45.9480,30.847454,4.3936723,10.720006,5.5652542,10.163517,5.8911034,10.163517,5.3726817,10.163517,14.995931,0.46773262,0.59077788,0,0,Hot,0,0.09307773,Microscopium,Mic,Microscope,12.549308,2606.1896,0.81
HIP 107773 b,3,629.29945,-66.743881,66.743881,,,,2015,04-06-2015,144.3,-0.5,0.5,0.72,-0.03,0.03,0.09,-0.06,0.06,,,,166,-32.6,32.6,2456202.3,-12.8,12.8,6.95,,,,,,,,Radial Velocity,,,,,HIP 107773,327.50052,-64.71254,5.62,103.63,-4.12,4.48,0.03,-0.1,0.1,2.42,-0.27,0.27,11.6,-1.4,1.4,K1 III,,,,4945,-100,100,,,2.6,"HD 207229, HIP 107773",,,,,0.041831787,0.722916,0.6552,0.7848,0.72073096,139.62747,117.04472,167.92758,874.43147,837.97848,917.11842,Jovian,11.6,K,21.833369,21 50 00.1287,-64 42 45.1440,72.089134,6.667595,16.156298,8.4455015,15.317616,8.9382764,15.317616,8.1532232,15.317616,22.924437,0.65108718,0.61937868,0,0,Hot,0,0.074638458,Indus,Ind,Indian,13.359012,629.29945,0.72
HIP 109384 b,3,495.81168,-25.42624,25.42624,,,,2016,25-02-2016,499.48,-0.32,0.32,1.134,-0.029,0.029,0.549,-0.003,0.003,,,,104.49,-0.37,0.37,2456337,-0.34,0.34,20.2,,,,,,,,Radial Velocity,,,,,HIP 109384,332.40582,71.314331,9.63,56.2,-2.7,2.7,-0.26,-0.03,0.03,0.78,-0.06,0.06,,,,G5,,,,5180,-45,45,,,4.43,", HIP 109384",,,,,0.043986107,1.3048944,0.511434,1.756566,1.1816756,0.4757316,0.16571932,1.9548926,198.18524,162.55046,301.24901,Jovian,0.8903222,G,22.160389,22 09 37.4017,+71 18 51.5916,0.51133096,0.55509968,1.3328711,0.70311313,1.263682,0.74394325,1.263682,0.67876961,1.263682,1.9307001,0.66845156,0.42466779,1,1,Warm,0,0.34069329,Cepheus,Cep,Cepheus,13.499887,495.81168,1.134
HIP 109600 b,3,851.77905,-38.13936,38.13936,,,,2016,25-02-2016,232.08,-0.15,0.15,0.706,-0.016,0.016,0.163,-0.006,0.006,,,,-131.3,-1.6,1.6,2456017.1,-1.1,1.1,12.1,,,,,,,,Radial Velocity,,,,,HIP 109600,333.02606,29.065811,9.16,58.6,-3.2,3.2,-0.12,-0.02,0.02,0.87,-0.06,0.06,,,,G5,,,,5530,-35,35,,,4.45,", HIP 109600",,,,,0.05869277,0.71537886,0.590922,0.821078,0.70836541,1.4386205,1.049396,2.0260395,277.61524,257.85749,303.95332,Jovian,0.91888154,G,22.201739,22 12 06.2590,+29 03 56.9196,0.70747032,0.64052742,1.519852,0.81131277,1.4409576,0.85811652,1.4409576,0.78319348,1.4409576,2.2710039,1.264793,0.44041038,1,0,Warm,0,0.37943756,Pegasus,Peg,Winged Horse,13.182254,851.77905,0.706
HIP 12961 b,3,114.41808,-22.24796,22.24796,,,,2010,06-09-2018,57.435,-0.042,0.042,0.25,-0.01,0.01,0.17,-0.03,0.03,,,,,,,,,,10.7,,,,,,,,Radial Velocity,,,,,HIP 12961,41.678692,-23.086611,10.24,23.39,-0.02,0.02,-0.14,,,0.69,-0.19,0.19,0.65,-0.06,0.06,M0,,,,3901,-175,175,,,4.65,", HIP 12961",,,,,0.011402983,0.2536125,0.2075,0.2925,0.25091184,1.4233351,1.0246308,2.0360243,276.75095,256.32252,304.32712,Jovian,0.65,M,2.7785796,02 46 42.8866,-23 05 11.7996,0.087663572,0.2406412,0.61209756,0.3048091,0.58031744,0.32300066,0.58031744,0.29424356,0.58031744,0.79941695,0.071291305,0.40766256,1,0,Warm,0,0.38018968,Eridanus,Eri,River,13.180399,114.41808,0.25
HIP 14810 b,3,1239.5292,-155.73572,155.73572,,,,2005,27-09-2018,6.673892,-8.00E-06,8.00E-06,0.0696,-0.0044,0.0044,0.14399,-0.00087,0.00087,,,,158.83,-0.38,0.38,2463694.6,-0.0067,0.0067,1.38,,,,,,,,Radial Velocity,,,,,HIP 14810,47.809292,21.097359,8.52,50.55,-0.11,0.11,0.24,,,1.01,-0.19,0.19,1.07,-0.08,0.08,G5,5.84,-2.42,2.42,5544,,,,,,", HIP 14810",,,,,0.006380457,0.070321513,0.059578296,0.079621704,0.069781623,202.15295,152.85729,273.00647,956.8892,895.81112,1035.5907,Jovian,1.07,G,3.1872863,03 11 14.2307,+21 05 50.4924,0.96905648,0.74904415,1.7765766,0.94876323,1.6843558,1.0034827,1.6843558,0.91587839,1.6843558,2.657898,1.361651,0.48165282,0,0,Hot,0,0.074118583,Aries,Ari,Ram,12.96644,1239.5292,0.0696
HIP 14810 c,3,416.35468,-57.209041,57.209041,,,,2006,27-09-2018,147.747,-0.029,0.029,0.549,-0.034,0.034,0.1566,-0.0099,0.0099,,,,331.1,-2.6,2.6,2463786.4,-1.2,1.2,10.9,,,,,,,,Radial Velocity,,,,,HIP 14810,47.809292,21.097359,8.52,50.55,-0.11,0.11,0.24,,,1.01,-0.19,0.19,1.07,-0.08,0.08,G5,5.84,-2.42,2.42,5544,,,,,,", HIP 14810",,,,,0.03446978,0.55573172,0.4630266,0.6349734,0.5506967,3.2553374,2.4034662,4.5199872,340.62455,317.21551,371.47467,Jovian,1.07,G,3.1872863,03 11 14.2307,+21 05 50.4924,0.96905648,0.74904415,1.7765766,0.94876323,1.6843558,1.0034827,1.6843558,0.91587839,1.6843558,2.657898,1.361651,0.48165282,0,0,Hot,0,0.28384358,Aries,Ari,Ram,13.604033,416.35468,0.549
HIP 14810 d,3,187.51852,-31.7828,31.7828,,,,2009,27-09-2018,981.8,-6.9,6.9,1.94,-0.13,0.13,0.185,-0.035,0.035,,,,247,-12,12,2464194,-40,40,38.4,,,,,,,,Radial Velocity,,,,,HIP 14810,47.809292,21.097359,8.52,50.55,-0.11,0.11,0.24,,,1.01,-0.19,0.19,1.07,-0.08,0.08,G5,5.84,-2.42,2.42,5544,,,,,,", HIP 14810",,,,,0.090223321,1.9731983,1.5811,2.2989,1.9483945,0.26200384,0.18336183,0.38764163,181.0897,166.71403,201.02613,Jovian,1.07,G,3.1872863,03 11 14.2307,+21 05 50.4924,0.96905648,0.74904415,1.7765766,0.94876323,1.6843558,1.0034827,1.6843558,0.91587839,1.6843558,2.657898,1.361651,0.48165282,0,0,Cold,0,0.26025046,Aries,Ari,Ram,14.089972,187.51852,1.94
HIP 35173 b,3,12.700407,-2.701538,2.701538,,,,2019,23-05-2019,41.516,-0.077,0.077,0.217,-0.004,0.004,0.16,-0.11,0.11,,,,10.73,-96.4,96.4,,,,6.54,,,,,,,,Radial Velocity,,,,,HIP 35173,109.04448,-3.66591,9.01,33.19,,,,,,0.79,-0.05,0.05,,,,K2 V,,,,4881,-81,55,,,,", HIP 35173",,,,,0.004601729,0.2197776,0.18228,0.25172,0.21770032,,,,,,,Neptunian,,K,7.2696323,07 16 10.6763,-03 39 57.2760,,,,,,,,,,,0.40162879,0.42647491,0,0,,0,,Monoceros,Mon,Unicorn,3.6109693,12.700407,0.217
HIP 5158 b,3,305.11488,-177.98368,177.98368,,,,2009,06-09-2018,345.72,-5.4,5.4,0.89,-0.02,0.02,0.52,-0.08,0.08,,,,,,,,,,17.2,,,,,,,,Radial Velocity,,,,,HIP 5158,16.508533,-22.453154,10.167,51.68,-0.1,0.1,0.17,,,0.43,-0.35,0.35,0.75,-0.06,0.06,,,,,4813,-171,171,,,4.32,", HIP 5158",,,,,0.038113728,1.010328,0.4272,1.3528,0.92315375,0.39971661,0.1477772,1.4818769,191.21702,157.95987,281.09165,Jovian,0.75,K,1.1005689,01 06 02.0481,-22 27 11.3544,0.2704423,0.41081115,1.000915,0.52035456,0.94895646,0.55080027,0.94895646,0.50234861,0.94895646,1.4041098,0.29176684,0.34820949,1,1,Warm,0,0.31743996,Cetus,Cet,Whale,13.791378,305.11488,0.89
HIP 5158 c,3,4780.1332,-3353.0854,3353.0854,,,,2011,10-09-2015,9017.76,-3180.74,3180.74,7.7,-1.88,1.88,0.14,-0.1,0.1,,,,142.09,-75.63,75.63,,,,149,,,,,,,,Radial Velocity,,,,,HIP 5158,16.508533,-22.453154,10.167,51.68,-0.1,0.1,0.17,,,0.43,-0.35,0.35,0.75,-0.06,0.06,,,,,4813,-171,171,,,4.32,", HIP 5158",,,,,1.4783079,7.77546,6.622,8.778,7.7189879,0.004606717,0.003509809,0.006167317,66.127696,62.010578,71.395194,Jovian,0.75,K,1.1005689,01 06 02.0481,-22 27 11.3544,0.2704423,0.41081115,1.000915,0.52035456,0.94895646,0.55080027,0.94895646,0.50234861,0.94895646,1.4041098,0.29176684,0.34820949,0,0,Cold,0,0.077494171,Cetus,Cet,Whale,12.218803,4780.1332,7.7
HIP 54373 b,3,8.6194954,-1.8402241,1.8402241,,,,2019,23-05-2019,7.76,-0.003,0.003,0.063,-0.001,0.001,0.2,-0.11,0.11,,,,72.34,-44.58,44.58,,,,3.36,,,,,,,,Radial Velocity,,,,,HIP 54373,166.86543,-19.291489,10.38,18.73,,,,,,0.57,-0.03,0.03,,,,K5 V,,,,4021,-146,226,,,,", HIP 54373",,,,,0.00124667,0.06426,0.0504,0.0756,0.063319219,,,,,,,Superterran,,K,11.124363,11 07 27.7060,-19 17 29.3604,,,,,,,,,,,0.082207727,0.38250996,0,0,,0,,Crater,Crt,Cup,2.8739157,8.6194954,0.063
HIP 54373 c,3,12.439788,-2.1103779,2.1103779,,,,2019,23-05-2019,15.144,-0.008,0.008,0.099,-0.002,0.002,0.2,-0.12,0.12,,,,122.37,-60.04,60.04,,,,5.29,,,,,,,,Radial Velocity,,,,,HIP 54373,166.86543,-19.291489,10.38,18.73,,,,,,0.57,-0.03,0.03,,,,K5 V,,,,4021,-146,226,,,,", HIP 54373",,,,,0.002213892,0.10098,0.0792,0.1188,0.09950163,,,,,,,Neptunian,,K,11.124363,11 07 27.7060,-19 17 29.3604,,,,,,,,,,,0.082207727,0.38250996,0,0,,0,,Crater,Crt,Cup,3.5671391,12.439788,0.099
HIP 57274 b,3,6.3565601,-3.17828,3.17828,,,,2011,06-09-2018,8.1352,-0.004,0.004,0.07,0,0,0.19,-0.1,0.1,,,,,,,,,,2.71,,,,,,,,Radial Velocity,,,,,HIP 57274,176.17068,30.959293,8.98,25.88,-0.03,0.03,0.01,,,0.29,-0.3,0.3,0.78,-0.05,0.05,K4 V,,,,4510,-136,136,,,4.11,", HIP 57274",,,,,0.001587241,0.0712635,0.0567,0.0833,0.070319687,46.87831,32.500797,70.148421,662.06779,608.30084,737.30875,Superterran,0.78,K,11.744713,11 44 40.9666,+30 57 33.4548,0.22551946,0.37963052,0.93748754,0.48086115,0.88881981,0.50918093,0.88881981,0.46422074,0.88881981,1.2822,0.15203329,0.3053635,0,0,Hot,0,0.26242461,Ursa Major,UMa,Big Bear,2.4020004,6.3565601,0.07
HIP 57274 c,3,129.99801,-3.0002963,3.0002963,,,,2011,24-04-2015,32.03,-0.02,0.02,0.178,,,0.05,-0.02,0.02,,,,356.2,-120,120,2455785.2,-9.5,9.5,6.88,,,,,,,,Radial Velocity,,,,,HIP 57274,176.17068,30.959293,8.98,25.88,-0.03,0.03,0.01,,,0.29,-0.3,0.3,0.78,-0.05,0.05,K4 V,,,,4510,-136,136,,,4.11,", HIP 57274",,,,,0.012945189,0.1782225,0.1691,0.1869,0.1780557,7.126685,6.4560282,7.8867269,416.06672,406.10306,426.94223,Jovian,0.78,K,11.744713,11 44 40.9666,+30 57 33.4548,0.22551946,0.37963052,0.93748754,0.48086115,0.88881981,0.50918093,0.88881981,0.46422074,0.88881981,1.2822,0.15203329,0.3053635,0,0,Hot,0,0.18677761,Ursa Major,UMa,Big Bear,14.209667,129.99801,0.178
HIP 57274 d,3,167.40001,-9.5348401,9.5348401,,,,2011,26-03-2015,431.7,-8.5,8.5,1.01,,,0.27,-0.05,0.05,,,,187.2,-5,5,2455108.1,-14,14,39,,,,,,,,Radial Velocity,,,,,HIP 57274,176.17068,30.959293,8.98,25.88,-0.03,0.03,0.01,,,0.29,-0.3,0.3,0.78,-0.05,0.05,K4 V,,,,4510,-136,136,,,4.11,", HIP 57274",,,,,0.061406631,1.0468145,0.7373,1.2827,1.0194317,0.22960322,0.13706729,0.41485426,173.88489,155.01666,204.46492,Jovian,0.78,K,11.744713,11 44 40.9666,+30 57 33.4548,0.22551946,0.37963052,0.93748754,0.48086115,0.88881981,0.50918093,0.88881981,0.46422074,0.88881981,1.2822,0.15203329,0.3053635,0,0,Cold,0,0.2429949,Ursa Major,UMa,Big Bear,14.160507,167.40001,1.01
HIP 63242 b,3,2917.6611,,,,,,2013,14-05-2014,124.6,,,0.565,,,0.23,,,,,,118.2,,,2455376.2,,,3.6,,,,,,,,Radial Velocity,,,,,HIP 63242,194.38316,-65.646461,6.871,157.16,-0.7,0.7,-0.31,-0.09,0.09,1.54,-0.05,0.05,,,,G8,,,,4830,-100,100,,,2.53,"HD 112410, HIP 63242",,,,,0.053847113,0.57994425,0.43505,0.69495,0.56880262,195.12049,125.51354,320.27227,942.56985,852.7418,1077.7667,Jovian,11.149625,G,12.958878,12 57 31.9616,-65 38 47.2596,60.617453,6.1458681,14.963229,7.7846712,14.186473,8.2399847,14.186473,7.5152934,14.186473,21.021447,0.45962541,0.53275153,0,0,Hot,0,0.076658517,Musca,Mus,Fly,12.487126,2917.6611,0.565
HIP 65407 b,3,136.03039,-10.170496,10.170496,,,,2016,25-02-2016,28.125,-0.019,0.019,0.177,-0.005,0.005,0.14,-0.07,0.07,,,,50,-150,150,2456990.8,-2.5,2.5,3.19,,,,,,,,Radial Velocity,,,,,HIP 65407,201.08766,48.885094,9.42,55.5,-4.6,4.6,0.25,-0.04,0.04,0.93,-0.07,0.07,,,,K0,,,,5460,-50,50,,,4.47,", HIP 65407",,,,,0.008022467,0.1787346,0.15222,0.20178,0.17743648,22.125535,16.857211,29.620919,550.50207,516.22774,594.35311,Jovian,0.92841334,K,13.405845,13 24 21.0414,+48 53 06.3384,0.68634419,0.63341878,1.506302,0.80231016,1.4281108,0.84865323,1.4281108,0.77450969,1.4281108,2.2368391,1.1466893,0.45031054,0,0,Hot,0,0.10836744,Canes Venatici,CVn,Hunting Dogs,14.29039,136.03039,0.177
HIP 65407 c,3,249.17715,-17.162712,17.162712,,,,2016,25-02-2016,67.3,-0.08,0.08,0.316,-0.008,0.008,0.12,-0.04,0.04,,,,-19,-25,25,2457047,-6,6,5.69,,,,,,,,Radial Velocity,,,,,HIP 65407,201.08766,48.885094,9.42,55.5,-4.6,4.6,0.25,-0.04,0.04,0.93,-0.07,0.07,,,,K0,,,,5460,-50,50,,,4.47,", HIP 65407",,,,,0.017932055,0.3182752,0.27808,0.35392,0.31657152,6.9233685,5.4793842,8.8756967,412.13973,389.78745,439.73955,Jovian,0.92841334,K,13.405845,13 24 21.0414,+48 53 06.3384,0.68634419,0.63341878,1.506302,0.80231016,1.4281108,0.84865323,1.4281108,0.77450969,1.4281108,2.2368391,1.1466893,0.45031054,0,0,Hot,0,0.19108999,Canes Venatici,CVn,Hunting Dogs,13.914824,249.17715,0.316
HIP 65891 b,3,1906.968,-155.73572,155.73572,,,,2015,04-06-2015,1084.5,-23.2,23.2,2.81,-0.09,0.09,0.13,-0.05,0.05,,,,355.5,-15.5,15.5,2456014.8,-49.3,49.3,20.6,,,,,,,,Radial Velocity,,,,,HIP 65891,202.6053,-58.664356,6.75,136.05,-10.27,12.09,0.16,-0.1,0.1,2.5,-0.21,0.21,8.93,-1.02,1.02,K0 III,,,,5000,-100,100,,,2.9,"HD 117253, HIP 65891",,,,,0.22343194,2.8337445,2.4447,3.1753,2.8159698,5.7037449,4.428963,7.4717174,392.46309,369.59018,421.2113,Jovian,8.93,K,13.507021,13 30 25.2748,-58 39 51.6816,44.655153,5.2341358,12.654882,6.6298056,11.997963,7.0162,11.997963,6.4003462,11.997963,18.042618,0.7234089,0.62612993,0,0,Hot,0,0.21830815,Centaurus,Cen,Centaur,12.722982,1906.968,2.81
HIP 67537 b,3,3527.8908,-349.6108,127.1312,,,,2017,27-04-2017,2556.5,-94.9,99.2,4.91,-0.13,0.14,0.59,-0.02,0.05,,,,119.6,-6.7,4.6,2456290.6,-51.6,16.2,43.6,,,,,,,,Radial Velocity,,,,,HIP 67537,207.58083,-39.900856,6.44,112.6,-5.8,5.8,0.15,-0.08,0.08,2.41,-0.16,0.16,8.69,-0.88,0.88,K1 III,,,,4985,-100,100,,,2.85,"HD 120457, HIP 67537",,,,,0.2286388,5.7645855,2.0131,7.8069,5.1530682,2.1465222,0.68553813,10.309988,285.33772,231.82102,456.51962,Jovian,8.69,K,13.838722,13 50 19.4008,-39 54 03.0816,41.781964,5.066564,12.257061,6.4175528,11.620792,6.7916922,11.620792,6.1954447,11.620792,17.452522,0.69644115,0.61852436,1,0,Warm,0,0.34569819,Centaurus,Cen,Centaur,12.383214,3527.8908,4.91
HIP 67851 b,3,438.60264,-47.6742,47.6742,,,,2015,04-06-2015,88.9,-0.1,0.1,0.46,-0.02,0.02,0.05,-0.04,0.04,,,,138.1,-60,60,2452997.8,-16.7,16.7,6.97,,,,,,,,Radial Velocity,,,,,HIP 67851,208.46692,-35.314362,6.17,65.96,-1.65,1.74,0,-0.1,0.1,1.63,-0.22,0.22,5.92,-0.44,0.44,K0 III,,,,4890,-100,100,,,3.15,"HD 121056, HIP 67851",,,,,0.028220272,0.460575,0.437,0.483,0.46014393,84.956259,76.961449,94.016618,773.10759,754.59378,793.31573,Jovian,5.92,K,13.897795,13 53 52.0632,-35 18 51.7032,17.954259,3.3358905,8.1014677,4.2254057,7.6809147,4.4722311,7.6809147,4.0791839,7.6809147,11.440566,0.5192702,0.54293395,0,0,Hot,0,0.078490591,Centaurus,Cen,Centaur,13.572908,438.60264,0.46
HIP 67851 c,3,1900.6115,-241.54928,241.54928,,,,2015,04-06-2015,2131.8,-88.3,88.3,3.82,-0.23,0.23,0.17,-0.06,0.06,,,,166.5,-20.5,20.5,2452684.1,-235.7,235.7,57.9,,,,,,,,Radial Velocity,,,,,HIP 67851,208.46692,-35.314362,6.17,65.96,-1.65,1.74,0,-0.1,0.1,1.63,-0.22,0.22,5.92,-0.44,0.44,K0 III,,,,4890,-100,100,,,3.15,"HD 121056, HIP 67851",,,,,0.33380685,3.875199,3.1706,4.4694,3.8339329,1.2485582,0.89881238,1.7860129,267.83328,248.0631,294.52086,Jovian,5.92,K,13.897795,13 53 52.0632,-35 18 51.7032,17.954259,3.3358905,8.1014677,4.2254057,7.6809147,4.4722311,7.6809147,4.0791839,7.6809147,11.440566,0.5192702,0.54293395,1,0,Warm,0,0.39089745,Centaurus,Cen,Centaur,12.724853,1900.6115,3.82
HIP 70849 b,3,2860.452,-1906.968,1906.968,,,,2009,14-05-2014,17337.5,-15512.5,15512.5,20.25,-15.75,15.75,0.715,-0.245,0.245,,,,,,,,,,841,,,,,,,,Radial Velocity,,,,,HIP 70849,217.32735,-46.463818,10.36,24.07,-0.02,0.02,,,,0.63,-0.03,0.03,,,,K7 V,3,-2,2,4105,-130,130,,,,", HIP 70849",,,,,0.95591618,25.426153,5.77125,34.72875,21.836253,,,,,,,Jovian,,K,14.488491,14 29 18.5660,-46 27 49.7448,,,,,,,,,,,0.098191776,0.36829167,0,0,,0,,Lupus,Lup,Wolf,12.498012,2860.452,20.25
HIP 71135 b,3,18.799526,-4.0999812,4.0999812,,,,2019,23-05-2019,87.19,-0.381,0.381,0.335,-0.007,0.007,0.21,-0.13,0.13,,,,115.6,-71.72,71.72,,,,10.3,,,,,,,,Radial Velocity,,,,,HIP 71135,218.21759,-52.646271,10.542,32.36,,,,,,0.66,-0.04,0.04,,,,M1,,,,4146,-110,107,,,,", HIP 71135",,,,,0.008084592,0.34238675,0.26465,0.40535,0.33687402,,,,,,,Neptunian,,M,14.54784,14 32 52.2243,-52 38 46.5756,,,,,,,,,,,0.1070041,0.40166665,0,0,,0,,Lupus,Lup,Wolf,4.5493331,18.799526,0.335
HIP 74890 b,3,762.78721,-95.348401,95.348401,,,,2016,17-03-2016,822.3,-16.8,16.8,2.1,-0.09,0.09,0.07,-0.07,0.07,,,,181.9,-93.9,93.9,2459820.4,-379.8,379.8,22.9,,,,,,,,Radial Velocity,,,,,HIP 74890,229.5722,-41.42057,7.05,91.49,-5.27,5.27,0.2,-0.13,0.13,1.74,-0.21,0.21,5.77,-0.53,0.53,K1 III,,,,4850,-100,100,,,3.1,"HD 135760, HIP 74890",,,,,0.14840169,2.105145,1.953,2.247,2.1012883,3.7517619,3.2688958,4.3271579,354.24514,342.56673,367.44775,Jovian,5.77,K,15.304814,15 18 17.3321,-41 25 14.0520,16.504685,3.204106,7.7944071,4.0584835,7.3897925,4.2957577,7.3897925,3.9180432,7.3897925,10.969009,0.49545312,0.55488231,0,0,Hot,0,0.26709595,Lupus,Lup,Wolf,13.246413,762.78721,2.1
HIP 79431 b,3,667.43881,,,,,,2009,31-01-2019,111.7,-0.7,0.7,0.36,,,0.29,-0.02,0.02,,,,287.4,-3.2,3.2,2454980.3,-1.2,1.2,24.8,,,,,,,,Radial Velocity,,,,,HIP 79431,243.17406,-18.875504,11.34,14.54,-0.03,0.03,,,,0.42,,,0.54,,,M3 V,,,,3368,,,,,,", HIP 79431",,,,,0.029835509,0.375138,0.2556,0.4644,0.3638933,0.2710413,0.1558763,0.51456803,180.84188,160.08105,215.77723,Jovian,0.54,M,16.211605,16 12 41.7767,-18 52 31.8144,0.033617429,0.15019402,0.39228635,0.19024168,0.37191442,0.2017176,0.37191442,0.18362838,0.37191442,0.49504653,0.024181826,0.345489,1,1,Warm,0,0.26884722,Scorpius,Sco,Scorpion,13.324471,667.43881,0.36
HIP 8541 b,3,1748.054,-317.828,317.828,,,,2016,17-03-2016,1560.2,-53.9,53.9,2.8,-0.25,0.25,0.16,-0.06,0.06,,,,293.9,-15.2,15.2,2459346.9,-93.4,93.4,16.6,,,,,,,,Radial Velocity,,,,,HIP 8541,27.526375,-54.464962,7.88,168.63,-17.35,17.35,-0.15,-0.08,0.08,1.17,-0.28,0.28,7.83,-1.02,1.02,K2 III/IV,,,,4670,-100,100,,,2.7,"HD 11343, HIP 8541",,,,,0.26895453,2.83584,2.352,3.248,2.8090364,3.3759421,2.4765531,4.7228598,343.66567,319.60004,375.57457,Jovian,7.83,K,1.8350918,01 50 06.3303,-54 27 53.8632,26.126407,4.06175,9.9578913,5.1448313,9.4409589,5.4467767,9.4409589,4.9668092,9.4409589,13.80078,0.3186008,0.48612327,0,0,Hot,0,0.28395463,Eridanus,Eri,River,12.771786,1748.054,2.8
HIP 91258 b,3,346.43252,-66.743881,66.743881,,,,2013,06-09-2018,5.0505,-0.0015,0.0015,0.06,0,0,0.02,-0.01,0.01,,,,,,,,,,1.31,,,,,,,,Radial Velocity,,,,,HIP 91258,279.22147,61.702503,8.646,45.95,-0.07,0.07,0.23,,,0.97,-0.28,0.28,0.89,-0.03,0.03,G5 V,,,,5519,-70,70,,,4.53,", HIP 91258",,,,,0.004172966,0.060012,0.0588,0.0612,0.060003002,182.93408,175.79535,190.43886,936.88435,927.67693,946.41977,Jovian,0.89,G,18.614765,18 36 53.1553,+61 42 09.0108,0.65843095,0.61832034,1.4676589,0.78318478,1.3914738,0.82837477,1.3914738,0.75604145,1.3914738,2.1908815,1.2869539,0.45667619,0,0,Hot,0,0.071289786,Draco,Dra,Dragon,13.714527,346.43252,0.06
