P_NAME,P_STATUS,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_YEAR,P_UPDATED,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_TPERI,P_TPERI_ERROR_MIN,P_TPERI_ERROR_MAX,P_ANGULAR_DISTANCE,P_IMPACT_PARAMETER,P_IMPACT_PARAMETER_ERROR_MIN,P_IMPACT_PARAMETER_ERROR_MAX,P_TEMP_MEASURED,P_GEO_ALBEDO,P_GEO_ALBEDO_ERROR_MIN,P_GEO_ALBEDO_ERROR_MAX,P_DETECTION,P_DETECTION_MASS,P_DETECTION_RADIUS,P_ALT_NAMES,P_ATMOSPHERE,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_TYPE,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_DISC,S_MAGNETIC_FIELD,S_LOG_G,S_ALT_NAMES,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TYPE,S_RADIUS_EST,S_TYPE_TEMP,S_RA_H,S_RA_T,S_DEC_T,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
HD 208527 b,3,3146.4972,-540.3076,540.3076,,,,2012,14-05-2014,875.5,-5.8,5.8,2.1,-0.2,0.2,0.08,-0.04,0.04,,,,278,-19.5,19.5,2450745.3,-45.7,45.7,6.68,,,,,,,,Radial Velocity,,,,,HD 208527,329.09994,21.239859,6.4,314.48,-11.06,11.06,-0.09,-0.16,0.16,1.6,-0.4,0.4,51.1,-8.3,8.3,M1 III,2,-1.3,1.3,4035,-65,65,,,1.4,"HD 208527, HIP 108296",,,,,0.24211858,2.10672,1.932,2.268,2.1016838,141.0783,120.56424,166.14618,876.97534,844.20814,914.67645,Jovian,51.1,M,21.939997,21 56 23.9909,+21 14 23.4924,620.16122,20.182709,50.995228,25.564539,48.347658,27.085892,48.347658,24.678873,48.347658,67.238199,0.11878821,0.46964514,0,0,Hot,0,0.07894696,Pegasus,Peg,Winged Horse,12.445709,3146.4972,2.1
HD 20868 b,3,397.285,-187.51852,187.51852,,,,2008,06-09-2018,380.85001,-0.09,0.09,0.95,-0.02,0.02,0.75,0,0,,,,,,,,,,19.9,,,,,,,,Radial Velocity,,,,,HD 20868,50.177895,-33.730103,9.92,47.79,-0.07,0.07,0.05,,,0.39,-0.27,0.27,0.76,-0.05,0.05,K3/4 IV,,,,4802,-146,146,,,4.26,"HD 20868, HIP 15578",,,,,0.023903492,1.2171875,0.2375,1.6625,1.034057,0.46096528,0.099559142,4.878398,181.45703,143.10842,378.6293,Jovian,0.76,K,3.3451932,03 20 42.6954,-33 43 48.3708,0.27517214,0.41458429,1.0105812,0.5251339,0.95812083,0.55586642,0.95812083,0.50696268,0.95812083,1.416335,0.27713668,0.33705905,0,0,Cold,0,0.33613188,Fornax,For,Furnace,13.632125,397.285,0.95
HD 208897 b,3,444.9592,-25.42624,25.42624,,,,2017,28-09-2017,352.7,-1.7,1.7,1.05,-0.03,0.03,0.07,-0.06,0.06,,,,167,-83,83,2455036,-82,82,16.2,,,,,,,,Radial Velocity,,,,,HD 208897,329.74872,19.020302,6.51,64.68,-2.26,2.26,0.21,-0.15,0.15,1.25,-0.11,0.11,4.98,-0.2,0.2,K0,,,,4860,-100,100,,,3.13,"HD 208897, HIP 108513",,,,,0.069224663,1.0525725,0.9765,1.1235,1.0506442,11.271467,9.8207862,13.000137,466.38029,451.00512,483.76215,Jovian,4.98,K,21.983249,21 58 59.6964,+19 01 13.0872,12.396309,2.7756026,6.7491873,3.5157187,6.3988312,3.7212175,6.3988312,3.3940593,6.3988312,9.5062663,0.45142333,0.49695965,0,0,Hot,0,0.150054,Pegasus,Peg,Winged Horse,13.564318,444.9592,1.05
HD 209458 b,3,232.01444,-12.71312,12.71312,15.5819,-0.2242,0.2242,1999,06-12-2018,3.5247486,-3.80E-07,3.80E-07,,,,0,,,86.71,-0.05,0.05,,,,,,,,,,,,,,,Radial Velocity,,,,,HD 209458,330.79489,18.884319,7.632,48.37,-0.12,0.12,0.01,,,1.23,-0.09,0.09,1.19,-0.02,0.02,F8,,,,6091,-10,10,,,4.45,"HD 209458, HIP 108859",3.8587559,14.889997,0.95559571,0.06132729,0.002785385,0.04855456,0.04855456,0.04855456,0.048554561,740.75899,740.75899,740.75899,1329.1198,1329.1198,1329.1198,Jovian,1.19,F,22.052994,22 03 10.7780,+18 53 03.5484,1.7463728,0.97304976,2.2753877,1.2324774,2.1572747,1.3029272,2.1572747,1.1896619,2.1572747,3.5680609,3.721519,0.49429494,0,0,Hot,0,0.05980445,Pegasus,Peg,Winged Horse,15.5819,232.01444,0.04855456
HD 210193 b,3,153.09775,-23.299971,23.299971,,,,2019,23-05-2019,649.918,-8.599,8.599,1.487,-0.031,0.031,0.24,-0.09,0.09,,,,168.84,-28.69,28.69,,,,35.2,,,,,,,,Radial Velocity,,,,,HD 210193,332.39423,-41.224892,7.823,42.25,,,,,,1.04,-0.06,0.06,,,,G3 V,,,,5790,-50,38,,,,"HD 210193, HIP 109381",,,,,0.059688168,1.5298256,1.13012,1.84388,1.4979144,,,,,,,Jovian,,G,22.159616,22 09 34.6184,-41 13 29.6112,,,,,,,,,,,2.0982061,0.46740739,0,0,,0,,Grus,Gru,Crane,14.216262,153.09775,1.487
HD 210277 b,3,409.99812,-15.8914,15.8914,,,,1998,06-09-2018,442.19,-0.5,0.5,1.13,-0.02,0.02,0.48,-0.02,0.02,,,,,,,,,,53,,,,,,,,Radial Velocity,,,,,HD 210277,332.37445,-7.548654,6.53,21.31,-0.02,0.02,0.22,,,1.01,-0.05,0.05,1.07,-0.01,0.01,G8/K0 V,,,,5538,-14,14,,,4.38,"HD 210277, HIP 109378",,,,,0.043519827,1.260176,0.5876,1.6724,1.1653119,0.86134788,0.34497505,2.7945021,233.90571,195.25035,329.39805,Jovian,1.07,G,22.158298,22 09 29.8724,-07 32 55.1544,0.96486823,0.7476827,1.7736741,0.94703891,1.681604,1.0016648,1.681604,0.91421456,1.681604,2.6521481,1.3476872,0.46286917,1,1,Warm,0,0.38740073,Aquarius,Aqr,Water Carrier,13.613245,409.99812,1.13
HD 210702 b,3,574.63303,-30.829316,30.829316,,,,2007,06-12-2018,354.1,-0.7,0.7,1.148,-0.057,0.057,0.028,-0.034,0.034,,,,189,-66,66,2454042,-64,64,21.1,,,,,,,,Radial Velocity,,,,,HD 210702,332.96387,16.04055,5.93,54.28,-0.23,0.23,,,,1.61,,,4.92,,,K1 III,,,,4951,,,,,3.28,"HD 210702, HIP 109577",,,,,0.079173819,1.14845,1.115856,1.180144,1.1481127,9.8918402,9.3566536,10.465844,451.75222,445.57934,458.23523,Jovian,4.92,K,22.197592,22 11 51.3322,+16 02 25.9800,13.031384,2.8340555,6.8655503,3.5897528,6.5091562,3.7991803,6.5091562,3.4655192,6.5091562,9.7467326,0.57427426,0.54070421,0,0,Hot,0,0.16089613,Pegasus,Peg,Winged Horse,13.412535,574.63303,1.148
HD 211810 b,3,212.94476,-139.84432,139.84432,,,,2018,27-09-2018,1558,-22,22,2.656,-0.043,0.043,0.68,-0.14,0.14,,,,98,-14,14,2464763,-86,86,41,,,,,,,,Radial Velocity,,,,,HD 211810,334.52725,61.134438,8.59,64.76,-0.13,0.13,0.17,,,1.03,-0.02,0.02,1.13,-1.13,1.13,G5,,,,5652,,,,,,"HD 211810, HIP 110094",,,,,0.050269724,3.2700672,0.84992,4.46208,2.8397914,0.22571913,0.058638039,1.616211,157.15031,125.36889,287.25621,Jovian,1.13,G,22.301818,22 18 06.5447,+61 08 03.9768,1.1674926,0.81699536,1.9315367,1.0348294,1.8312723,1.0943998,1.8312723,0.9989469,1.8312723,2.9173655,1.6500046,0.46590446,0,0,Cold,0,0.24160539,Cepheus,Cep,Cepheus,14.01136,212.94476,2.656
HD 211970 b,3,12.999165,-2.5013064,2.5013064,,,,2019,23-05-2019,25.201,-0.025,0.025,0.143,-0.003,0.003,0.15,-0.1,0.1,,,,97.83,-51.73,51.73,,,,11,,,,,,,,Radial Velocity,,,,,HD 211970,335.56754,-54.560619,8.99,13,,,,,,0.61,-0.04,0.04,,,,K7 V,,,,4127,-94,149,,,,"HD 211970, HIP 110443",,,,,0.003370819,0.14460875,0.12155,0.16445,0.1434052,,,,,,,Neptunian,,K,22.37117,22 22 16.2126,-54 33 38.2284,,,,,,,,,,,0.10088334,0.39125605,0,0,,0,,Grus,Gru,Crane,3.6607614,12.999165,0.143
HD 212301 b,3,162.09228,-12.71312,12.71312,,,,2005,06-09-2018,2.24571,-0.00028,0.00028,0.03,0,0,0,,,,,,,,,,,,0.552,,,,,,,,Radial Velocity,,,,,HD 212301,336.87885,-77.717926,7.764,54.32,-0.09,0.09,0.18,,,1.55,-0.16,0.16,1.16,-0.02,0.02,F8 V,,,,6239,-24,24,,,4.5,"HD 212301, HIP 110852",,,,,0.001413785,0.03,0.03,0.03,0.030000001,2029.6542,2029.6542,2029.6542,1710.017,1710.017,1710.017,Jovian,1.16,F,22.458591,22 27 30.9270,-77 43 04.5336,1.8266888,0.98625649,2.2994265,1.2492001,2.1800659,1.3204519,2.1800659,1.2057753,2.1800659,3.6491865,5.1834776,0.53390218,0,0,Hot,0,0.064079558,Octans,Oct,Octant,14.180596,162.09228,0.03
HD 212771 b,3,759.60893,-85.813561,85.813561,,,,2009,06-12-2018,380.7,-1.4,1.4,1.19,-0.13,0.13,0.076,-0.051,0.051,,,,29,-65,65,2454920,-52,52,10.7,,,,,,,,Radial Velocity,,,,,HD 212771,336.76279,-17.263659,7.6,111.51,-0.54,0.54,,,,1.56,,,5.27,,,G8 IV,,,,5003,,,,,3.31,"HD 212771, HIP 110813",,,,,0.086528524,1.1934367,1.09956,1.28044,1.190861,11.040681,9.5085309,12.894189,463.89785,447.3766,482.77349,Jovian,5.27,G,22.450854,22 27 03.0731,-17 15 49.1724,15.589489,3.0921666,7.4752246,3.9166852,7.0871834,4.1449411,7.0871834,3.7811271,7.0871834,10.660553,0.62137016,0.5350479,0,0,Hot,0,0.15313511,Aquarius,Aqr,Water Carrier,13.248847,759.60893,1.19
HD 213240 b,3,1773.4803,-98.526681,98.526681,,,,2001,06-09-2018,882.70001,-7.6,7.6,1.89,-0.03,0.03,0.42,-0.01,0.01,,,,,,,,,,46.2,,,,,,,,Radial Velocity,,,,,HD 213240,337.75153,-49.43327,6.814,40.92,-0.06,0.06,0.15,,,1.57,-0.12,0.12,1.51,-0.02,0.02,G0/1 V,,,,5979,-19,19,,,4.27,"HD 213240, HIP 111143",,,,,0.11419592,2.056698,1.0962,2.6838,1.9343094,0.80533204,0.36245697,2.1725869,232.84726,197.67831,309.30661,Jovian,1.51,G,22.51677,22 31 00.3705,-49 25 59.7720,2.6106987,1.1978828,2.8081147,1.5172586,2.6623483,1.6041346,2.6623483,1.464576,2.6623483,4.3625674,3.3303244,0.53618873,1,1,Warm,0,0.3908522,Grus,Gru,Crane,12.763674,1773.4803,1.89
HD 21411 b,3,65.898458,-25.601046,25.601046,,,,2019,23-05-2019,84.288,-0.127,0.127,0.362,-0.007,0.007,0.4,-0.15,0.15,,,,332.42,-17.74,17.74,,,,12.4,,,,,,,,Radial Velocity,,,,,HD 21411,51.546322,-30.617809,7.885,29.16,,,,,,0.89,-0.05,0.05,,,,G8 V,,,,5605,-132,247,,,,"HD 21411, HIP 16012",,,,,0.009123051,0.39096,0.2172,0.5068,0.36965164,,,,,,,Jovian,,G,3.4364216,03 26 11.1179,-30 37 04.1124,,,,,,,,,,,1.449668,0.44375963,0,0,,0,,Fornax,For,Furnace,9.5234156,65.898458,0.362
HD 214823 b,3,6451.9085,-826.35281,826.35281,,,,2016,27-09-2018,1854.4,-1.1,1.1,3.23,-0.2,0.2,0.1641,-0.0026,0.0026,,,,124,-1.2,1.2,2463793.1,-5.9,5.9,31.8,,,,,,,,Radial Velocity,,,,,HD 214823,340.08279,31.787594,8.06,101.66,-0.49,0.49,0.14,,,1.31,-0.24,0.24,2.04,-0.15,0.15,G0,4.34,-0.5,0.5,5933,,,,,,"HD 214823, HIP 111928",,,,,0.45949526,3.27349,2.699957,3.760043,3.2409699,0.44892007,0.32678398,0.63377146,207.47654,192.62387,227.31499,Jovian,2.04,G,22.672187,22 40 19.8748,+31 47 15.3384,4.6200468,1.5980007,3.7501404,2.0240573,3.5554743,2.1400351,3.5554743,1.9537917,3.5554743,5.8034595,2.8970478,0.49991583,1,1,Warm,0,0.34356916,Pegasus,Peg,Winged Horse,12.058624,6451.9085,3.23
HD 215152 b,3,1.8179762,-0.62929945,0.50216824,,,,2018,22-02-2018,5.75999,-0.00175,0.00157,0.057638,-0.000759,0.000739,0,,,,,,,,,,,,2.67,,,,,,,,Radial Velocity,,,,,HD 215152,340.83875,-6.400821,8.11,21.61,-0.05,0.05,-0.1,-0.04,0.04,0.77,-0.01,0.01,0.73,-0.02,0.02,K3 V,,,,4935,-76,76,,,4.4,"HD 215152, HIP 112190",,,,,0.000767703,0.057638,0.057638,0.057638,0.057638001,85.244269,85.244269,85.244269,774.1252,774.1252,774.1252,Terran,0.73,K,22.722584,22 43 21.3031,-06 24 02.9556,0.28319331,0.41809697,1.0135059,0.52958214,0.96089421,0.56048842,0.96089421,0.51125482,0.96089421,1.4368296,0.43692116,0.42284516,0,0,Hot,0,0.30654773,Aquarius,Aqr,Water Carrier,1.1909283,1.8179762,0.057638
HD 215152 c,3,1.7194495,-0.72464785,0.61658633,,,,2018,22-02-2018,7.28243,-0.00827,0.00451,0.067393,-0.000893,0.00086,0,,,,,,,,,,,,3.12,,,,,,,,Radial Velocity,,,,,HD 215152,340.83875,-6.400821,8.11,21.61,-0.05,0.05,-0.1,-0.04,0.04,0.77,-0.01,0.01,0.73,-0.02,0.02,K3 V,,,,4935,-76,76,,,4.4,"HD 215152, HIP 112190",,,,,0.000881116,0.067393,0.067393,0.067393,0.067393002,62.352435,62.352435,62.352435,715.90973,715.90973,715.90973,Terran,0.73,K,22.722584,22 43 21.3031,-06 24 02.9556,0.28319331,0.41809697,1.0135059,0.52958214,0.96089421,0.56048842,0.96089421,0.51125482,0.96089421,1.4368296,0.43692116,0.42284516,0,0,Hot,0,0.31291695,Aquarius,Aqr,Water Carrier,1.1725576,1.7194495,0.067393
HD 215152 d,3,2.8000647,-0.92170121,0.81046141,,,,2018,22-02-2018,10.86499,-0.00613,0.00564,0.08799,-0.00116,0.00113,0,,,,,,,,,,,,4.07,,,,,,,,Radial Velocity,,,,,HD 215152,340.83875,-6.400821,8.11,21.61,-0.05,0.05,-0.1,-0.04,0.04,0.77,-0.01,0.01,0.73,-0.02,0.02,K3 V,,,,4935,-76,76,,,4.4,"HD 215152, HIP 112190",,,,,0.001353456,0.08799,0.08799,0.08799,0.087990002,36.577697,36.577697,36.577697,626.54028,626.54028,626.54028,Terran,0.73,K,22.722584,22 43 21.3031,-06 24 02.9556,0.28319331,0.41809697,1.0135059,0.52958214,0.96089421,0.56048842,0.96089421,0.51125482,0.96089421,1.4368296,0.43692116,0.42284516,0,0,Hot,0,0.3165882,Aquarius,Aqr,Water Carrier,1.4820307,2.8000647,0.08799
HD 215152 e,3,2.8763434,-1.4810785,1.0615455,,,,2018,22-02-2018,25.1967,-0.0505,0.0476,0.15417,-0.00204,0.00199,0,,,,,,,,,,,,7.13,,,,,,,,Radial Velocity,,,,,HD 215152,340.83875,-6.400821,8.11,21.61,-0.05,0.05,-0.1,-0.04,0.04,0.77,-0.01,0.01,0.73,-0.02,0.02,K3 V,,,,4935,-76,76,,,4.4,"HD 215152, HIP 112190",,,,,0.002392774,0.15417,0.15417,0.15417,0.15417,11.914704,11.914704,11.914704,473.33184,473.33184,473.33184,Terran,0.73,K,22.722584,22 43 21.3031,-06 24 02.9556,0.28319331,0.41809697,1.0135059,0.52958214,0.96089421,0.56048842,0.96089421,0.51125482,0.96089421,1.4368296,0.43692116,0.42284516,0,0,Hot,0,0.38559527,Aquarius,Aqr,Water Carrier,1.505679,2.8763434,0.15417
HD 215497 b,3,6.3565601,-3.17828,3.17828,,,,2009,06-09-2018,3.93404,-0.00066,0.00066,0.05,0,0,0.16,-0.09,0.09,,,,,,,,,,1.23,,,,,,,,Radial Velocity,,,,,HD 215497,341.65314,-56.599533,8.96,40.59,-0.05,0.05,0.2,,,0.67,-0.33,0.33,0.85,-0.04,0.04,K3 V,,,,5110,-108,108,,,4.4,"HD 215497, HIP 112441",,,,,0.000889372,0.05064,0.042,0.058,0.050161364,178.85515,131.20613,250.21395,927.17726,862.25047,1013.2644,Superterran,0.85,K,22.776877,22 46 36.7572,-56 35 58.3188,0.44137741,0.51757559,1.246032,0.65558447,1.1813505,0.69370763,1.1813505,0.63289002,1.1813505,1.7937785,0.56342366,0.40368511,0,0,Hot,0,0.24246497,Tucana,Tuc,Toucan,2.4020004,6.3565601,0.05
HD 215497 c,3,104.88324,,,,,,2009,19-11-2014,567.94,-2.7,2.7,1.282,,,0.49,-0.04,0.04,,,,45,-4,4,2455003.5,-5.15,5.15,31.6,,,,,,,,Radial Velocity,,,,,HD 215497,341.65314,-56.599533,8.96,40.59,-0.05,0.05,0.2,,,0.67,-0.33,0.33,0.85,-0.04,0.04,K3 V,,,,5110,-108,108,,,4.4,"HD 215497, HIP 112441",,,,,0.035246866,1.4359041,0.65382,1.91018,1.323905,0.30807455,0.1209655,1.0325086,180.47582,150.24855,256.81379,Jovian,0.85,K,22.776877,22 46 36.7572,-56 35 58.3188,0.44137741,0.51757559,1.246032,0.65558447,1.1813505,0.69370763,1.1813505,0.63289002,1.1813505,1.7937785,0.56342366,0.40368511,0,0,Cold,0,0.29082278,Tucana,Tuc,Toucan,12.521925,104.88324,1.282
HD 216435 b,3,400.46328,-41.31764,41.31764,,,,2002,23-07-2014,1311,-49,49,2.56,-0.17,0.17,0.07,-0.078,0.078,,,,100,,,2450870,-210,210,77.5,,,,,,,,Radial Velocity,,,,,HD 216435,343.40805,-48.598286,6.03,33.01,-0.08,0.08,0.244,,,1.3,,,,,,G0 V,3,,,5999,-60,60,,,4.15,"HD 216435, HIP 113044",,,,,0.16083525,2.566272,2.3808,2.7392,2.5615705,0.44682139,0.38931376,0.51534897,208.10311,201.24257,215.85905,Jovian,1.5866151,G,22.893871,22 53 37.9365,-48 35 53.8296,2.9211055,1.2655506,2.965381,1.6029669,2.811451,1.6947221,2.811451,1.5473034,2.811451,4.6146354,3.2366082,0.46887761,1,1,Warm,0,0.33238519,Grus,Gru,Crane,13.627346,400.46328,2.56
HD 216437 b,3,706.53165,-18.434024,18.434024,,,,2002,27-06-2019,1334.28,-13.36,13.07,2.497,-0.037,0.036,0.317,-0.027,0.028,,,,65.092,-5.394,5.515,2457289.2,-46.6,52.2,93.5,,,,,,,,Radial Velocity,,,,,HD 216437,343.66452,-70.073708,6.057,26.71,-0.03,0.03,0.2,-0.1,0.1,1.17,-0.05,0.05,1.39,-0.03,0.03,G2/3 IV,4.75,-1.059,1.059,5909,-31,31,,,4.19,"HD 216437, HIP 113137",,,,,0.14419152,2.6224605,1.705451,3.288549,2.5294513,0.35688959,0.19514866,0.72559739,193.07467,169.33093,235.13584,Jovian,1.39,G,22.910969,22 54 39.4891,-70 04 25.3488,2.1104458,1.0816214,2.5397867,1.3700026,2.4079488,1.448533,2.4079488,1.3224476,2.4079488,3.9223909,2.6772383,0.48873007,1,0,Warm,0,0.30561941,Indus,Ind,Indian,13.291141,706.53165,2.497
HD 216536 b,3,333.7194,-127.1312,127.1312,,,,2015,06-09-2018,148.60001,-0.7,0.7,0.61,-0.06,0.06,0.38,-0.11,0.11,,,,,,,,,,1.6,,,,,,,,Radial Velocity,,,,,HD 216536,343.2666,44.477753,9.23,380.33,-3.83,3.83,-0.17,,,0.81,-0.44,0.44,9.83,-1.28,1.28,K0,,,,4639,-45,45,,,2.36,"HD 216536,",,,,,0.028149599,0.654042,0.3782,0.8418,0.62157085,116.49254,56.581614,280.31744,813.15416,698.737,1042.4553,Jovian,9.83,K,22.884441,22 53 03.9878,+44 28 39.9108,40.095273,5.0378596,12.368027,6.3812264,11.725978,6.7559862,11.725978,6.1604208,11.725978,17.096624,0.26722901,0.43004391,0,0,Hot,0,0.074462591,Lacerta,Lac,Lizard,13.737106,333.7194,0.61
HD 216770 b,3,181.16196,-15.8914,15.8914,,,,2003,06-09-2018,118.45,-0.55,0.55,0.46,-0.01,0.01,0.37,-0.06,0.06,,,,,,,,,,12.5,,,,,,,,Radial Velocity,,,,,HD 216770,343.97379,-26.658764,8.094,36.7,-0.1,0.1,0.27,,,0.74,-0.07,0.07,0.93,-0.02,0.02,K0 V,,,,5399,-18,18,,,4.37,"HD 216770, HIP 113238",,,,,0.018134073,0.491487,0.2898,0.6302,0.46825014,3.3493585,1.6578722,7.8399103,335.37673,289.08974,426.30721,Jovian,0.93,K,22.931587,22 55 53.7127,-26 39 31.5504,0.65842734,0.62253172,1.4833619,0.78852144,1.4063615,0.83411933,1.4063615,0.76120422,1.4063615,2.1908755,0.95686091,0.41728076,0,0,Hot,0,0.27730008,Piscis Austrinus,PsA,Southern Fish,14.111367,181.16196,0.46
HD 21693 b,3,8.2317453,-1.0488324,1.0806152,,,,2019,07-02-2019,22.6786,-0.0087,0.0085,0.1455,-0.0063,0.0058,0.12,-0.08,0.09,,,,-91.04,-50.35,50.57,2455492.1,-3.131,3.0968,4.49,,,,,,,,Radial Velocity,,,,,HD 21693,51.80201,-58.323681,7.95,32.38,-0.51,0.51,0,-0.02,0.02,0.8,,,,,,G8 V,,,,5430,-26,26,,,4.37,"HD 21693, HIP 16085",,,,,0.002785682,0.1465476,0.12804,0.16296,0.14576315,34.594051,27.378882,44.349264,616.19118,582.77222,657.45573,Superterran,0.96615074,G,3.4534675,03 27 12.4830,-58 19 25.2516,0.72707255,0.65304566,1.5544843,0.82717088,1.473792,0.87497629,1.473792,0.79851183,1.473792,2.3022509,1.0357729,0.42826685,0,0,Hot,0,0.25341842,Reticulum,Ret,Net,2.7970481,8.2317453,0.1455
HD 21693 c,3,17.385192,-1.7798368,1.7798368,,,,2019,07-02-2019,53.7357,-0.0309,0.0312,0.2586,-0.0113,0.0103,0.07,-0.05,0.06,,,,-17.34,-55.35,47.5,2455528.4,-8.182,7.0762,7.99,,,,,,,,Radial Velocity,,,,,HD 21693,51.80201,-58.323681,7.95,32.38,-0.51,0.51,0,-0.02,0.02,0.8,,,,,,G8 V,,,,5430,-26,26,,,4.37,"HD 21693, HIP 16085",,,,,0.006713152,0.25923357,0.240498,0.276702,0.25875865,10.899017,9.4962722,12.570565,462.47889,447.23234,479.71535,Neptunian,0.96615074,G,3.4534675,03 27 12.4830,-58 19 25.2516,0.72707255,0.65304566,1.5544843,0.82717088,1.473792,0.87497629,1.473792,0.79851183,1.473792,2.3022509,1.0357729,0.42826685,0,0,Hot,0,0.26389709,Reticulum,Ret,Net,4.344511,17.385192,0.2586
HD 217107 b,3,413.1764,-15.8914,15.8914,,,,1998,06-09-2018,7.12682,-3.90E-05,3.90E-05,0.08,0,0,0.13,-0.01,0.01,,,,,,,,,,3.98,,,,,,,,Radial Velocity,,,,,HD 217107,344.56476,-2.395385,6.16,20.07,-0.02,0.02,0.36,,,1,-0.05,0.05,1.11,-0.01,0.01,G8 IV,,,,5622,-17,17,,,4.34,"HD 217107, HIP 113421",,,,,0.005185289,0.080676,0.0696,0.0904,0.080169958,173.78774,134.94634,227.6562,922.06934,868.33076,989.61161,Jovian,1.11,G,22.970985,22 58 15.5462,-02 23 43.3860,1.1028031,0.79544195,1.8822183,1.0075301,1.7845139,1.0655591,1.7845139,0.9725982,1.7845139,2.8353897,1.5517528,0.46133648,0,0,Hot,0,0.072051151,Pisces,Psc,Fishes,13.60862,413.1764,0.08
HD 217107 c,3,826.35281,-47.6742,47.6742,,,,2005,14-05-2014,4270,-220,220,5.32,-0.38,0.38,0.517,-0.033,0.033,,,,198.6,-6,6,2451106,-39,39,265,,,,,,,,Radial Velocity,,,,,HD 217107,344.56476,-2.395385,6.16,20.07,-0.02,0.02,0.36,,,1,-0.05,0.05,1.11,-0.01,0.01,G8 IV,,,,5622,-17,17,,,4.34,"HD 217107, HIP 113421",,,,,0.24119362,6.0309887,2.56956,8.07044,5.5156562,0.045520639,0.016931816,0.1670246,111.1657,91.901118,162.8696,Jovian,1.11,G,22.970985,22 58 15.5462,-02 23 43.3860,1.1028031,0.79544195,1.8822183,1.0075301,1.7845139,1.0655591,1.7845139,0.9725982,1.7845139,2.8353897,1.5517528,0.46133648,0,0,Cold,0,0.11355428,Pisces,Psc,Fishes,13.199843,826.35281,5.32
HD 217786 b,3,4131.764,-254.2624,254.2624,,,,2011,31-01-2019,1319,-4,4,2.38,-0.04,0.04,0.4,-0.05,0.05,,,,100,-2,2,2456053,-7,7,43.4,,,,,,,,Radial Velocity,,,,,HD 217786,345.78418,-0.429622,7.8,54.8,-2,2,-0.135,-0.043,0.043,1.02,-0.03,0.03,1.27,-0.06,0.06,F8 V,7.6,,,5966,-65,65,,,4.35,"HD 217786 A, HIP 113834",,,,,0.22769764,2.5704,1.428,3.332,2.4303064,0.35264321,0.16489941,0.89778567,190.09543,162.34902,247.99223,Jovian,1.27,F,23.05228,23 03 08.2075,+00 25 46.6392,1.8307502,1.0039102,2.3541095,1.2715701,2.23191,1.344393,2.23191,1.2274209,2.23191,3.6532409,2.8206802,0.50492533,0,0,Cold,0,0.31048694,Pisces,Psc,Fishes,12.297422,4131.764,2.38
